LocationKey,LocationName,City,State,Country,Region,Continent,Cost_of_Living_Index,Tech_Hub_Rating,Population,Local_GDP_USD,Timezone
LOC-0603,"Cairo, Egypt",Cairo,Cairo,Egypt,EMEA,Africa,47.96,2.3,20987576,2.19E+11,Europe/Helsinki
LOC-0604,"Berlin, Germany",Berlin,Berlin,Germany,EMEA,Europe,124.05,3.4,2097665,9.46E+11,Asia/Tokyo
LOC-0605,"London, United Kingdom",London,England,United Kingdom,EMEA,Europe,54.3,4.6,17057345,9.71E+11,Africa/Lusaka
LOC-0606,"Moscow, Russia",Moscow,Moscow,Russia,EMEA,Europe,60.41,1.4,23830192,1.41E+12,Asia/Amman
LOC-0607,"Los Angeles, United States",Los Angeles,California,United States,Americas,North America,41.21,2.5,15686503,1.02E+12,Indian/Maldives
LOC-0608,"Lagos, Nigeria",Lagos,Lagos,Nigeria,EMEA,Africa,82.31,4.5,2156645,1.23E+12,Africa/Kigali
LOC-0609,"Kinshasa, DR Congo",Kinshasa,Kinshasa,DR Congo,EMEA,Africa,112.23,1.7,2463836,1.53E+12,Africa/Kinshasa
LOC-0610,"Lagos, Nigeria",Lagos,Lagos,Nigeria,EMEA,Africa,118.69,4.2,24297693,1.13E+12,Asia/Dushanbe
LOC-0611,"Shanghai, China",Shanghai,Shanghai,China,APAC,Asia,115.16,2.5,16106019,74718148900,Europe/Dublin
LOC-0612,"Lagos, Nigeria",Lagos,Lagos,Nigeria,EMEA,Africa,48.35,1.7,20188967,1.24E+12,Asia/Aqtau
LOC-0613,"Sydney, Australia",Sydney,New South Wales,Australia,APAC,Australia,68.68,2.9,13149635,1.72E+12,Africa/Lagos
LOC-0614,"New York, United States",New York,New York,United States,Americas,North America,143.43,3.3,2120424,1.54E+12,Atlantic/Reykjavik
LOC-0615,"Buenos Aires, Argentina",Buenos Aires,Buenos Aires,Argentina,Americas,South America,111.3,4.3,18636385,1.00E+12,Africa/Lubumbashi
LOC-0616,"São Paulo, Brazil",São Paulo,São Paulo,Brazil,Americas,South America,61.4,3.7,18350600,1.85E+12,Africa/Luanda
LOC-0617,"Istanbul, Turkey",Istanbul,Istanbul,Turkey,EMEA,Europe,72.63,3.8,3892120,1.79E+12,America/Paramaribo
LOC-0618,"Seoul, South Korea",Seoul,Seoul,South Korea,APAC,Asia,72.72,3,11240908,3.49E+11,Europe/Athens
LOC-0619,"Sydney, Australia",Sydney,New South Wales,Australia,APAC,Australia,112.16,4.4,8085428,1.36E+12,Europe/Budapest
LOC-0620,"Moscow, Russia",Moscow,Moscow,Russia,EMEA,Europe,102,1.9,320636,4.08E+11,Africa/Maputo
LOC-0621,"Berlin, Germany",Berlin,Berlin,Germany,EMEA,Europe,141.88,2.2,8711422,1.44E+12,Africa/Mbabane
LOC-0622,"Sydney, Australia",Sydney,New South Wales,Australia,APAC,Australia,32.86,2,14395283,1.22E+12,Asia/Chongqing
LOC-0623,"São Paulo, Brazil",São Paulo,São Paulo,Brazil,Americas,South America,46,4.4,1091567,1.05E+12,America/La_Paz
LOC-0624,"Mexico City, Mexico",Mexico City,Mexico City,Mexico,Americas,North America,46.12,2.8,922757,6.19E+11,America/St_Vincent
LOC-0625,"Tokyo, Japan",Tokyo,Tokyo,Japan,APAC,Asia,93.74,4.1,2781664,6.96E+11,America/Santo_Domingo
LOC-0626,"Jakarta, Indonesia",Jakarta,Jakarta,Indonesia,APAC,Asia,49.9,1.4,1855217,1.39E+12,Asia/Qatar
LOC-0627,"São Paulo, Brazil",São Paulo,São Paulo,Brazil,Americas,South America,73.3,3.3,11389603,4.27E+11,Africa/Dar_es_Salaam
LOC-0628,"Sydney, Australia",Sydney,New South Wales,Australia,APAC,Australia,80.56,4.1,8690444,6.06E+11,Pacific/Nauru
LOC-0629,"Paris, France",Paris,Île-de-France,France,EMEA,Europe,130.34,3.2,23484192,1.97E+12,Europe/Bratislava
LOC-0630,"Kinshasa, DR Congo",Kinshasa,Kinshasa,DR Congo,EMEA,Africa,83.26,3.9,9364380,1.18E+12,Europe/Skopje
LOC-0631,"Mexico City, Mexico",Mexico City,Mexico City,Mexico,Americas,North America,93.65,4.3,21619871,3.42E+11,Asia/Ashgabat
LOC-0632,"Seoul, South Korea",Seoul,Seoul,South Korea,APAC,Asia,68.19,1.7,15855397,8.94E+11,Atlantic/Madeira
LOC-0633,"Moscow, Russia",Moscow,Moscow,Russia,EMEA,Europe,93.34,2.9,7770095,1.22E+12,Africa/Mbabane
LOC-0634,"Los Angeles, United States",Los Angeles,California,United States,Americas,North America,130.69,1.4,20837977,6.01E+11,Africa/Nouakchott
LOC-0635,"Jakarta, Indonesia",Jakarta,Jakarta,Indonesia,APAC,Asia,118.49,3,15903941,1.66E+12,Europe/San_Marino
LOC-0636,"Berlin, Germany",Berlin,Berlin,Germany,EMEA,Europe,90.54,4.7,2829480,1.94E+11,Africa/Djibouti
LOC-0637,"Shanghai, China",Shanghai,Shanghai,China,APAC,Asia,72.45,3.9,19426640,78813199462,Asia/Muscat
LOC-0638,"New York, United States",New York,New York,United States,Americas,North America,100.64,2.3,23698432,1.90E+12,Europe/Belgrade
LOC-0639,"Toronto, Canada",Toronto,Ontario,Canada,Americas,North America,84.06,2.4,1484308,24629119253,America/Caracas
LOC-0640,"Istanbul, Turkey",Istanbul,Istanbul,Turkey,EMEA,Europe,106.86,1.9,1547393,1.52E+12,America/Lima
LOC-0641,"Moscow, Russia",Moscow,Moscow,Russia,EMEA,Europe,73.02,2.7,1995601,1.35E+11,Europe/Sofia
LOC-0642,"Istanbul, Turkey",Istanbul,Istanbul,Turkey,EMEA,Europe,146.23,2.5,20665856,1.15E+12,Europe/Zurich
LOC-0643,"Cairo, Egypt",Cairo,Cairo,Egypt,EMEA,Africa,103.82,1.6,2634307,1.87E+12,Asia/Tbilisi
LOC-0644,"Istanbul, Turkey",Istanbul,Istanbul,Turkey,EMEA,Europe,46.95,3.4,3545321,3.18E+11,Africa/Bissau
LOC-0645,"Jakarta, Indonesia",Jakarta,Jakarta,Indonesia,APAC,Asia,132.78,4.1,5851808,1.41E+11,America/Asuncion
LOC-0646,"Toronto, Canada",Toronto,Ontario,Canada,Americas,North America,101.57,3,12236668,3.03E+11,Asia/Tbilisi
LOC-0647,"Jakarta, Indonesia",Jakarta,Jakarta,Indonesia,APAC,Asia,71.22,4.9,15600201,1.66E+12,Europe/Minsk
LOC-0648,"Buenos Aires, Argentina",Buenos Aires,Buenos Aires,Argentina,Americas,South America,125.53,1.6,2960683,1.74E+12,Africa/Djibouti
LOC-0649,"Shanghai, China",Shanghai,Shanghai,China,APAC,Asia,96.19,5,16097851,1.82E+12,Africa/Porto-Novo
LOC-0650,"Toronto, Canada",Toronto,Ontario,Canada,Americas,North America,103.51,2.3,8461002,1.22E+12,Europe/Vaduz
LOC-0651,"Mexico City, Mexico",Mexico City,Mexico City,Mexico,Americas,North America,75.15,3.4,14368524,1.41E+12,America/Juneau
LOC-0652,"Buenos Aires, Argentina",Buenos Aires,Buenos Aires,Argentina,Americas,South America,80.73,4.4,20580049,7.98E+11,America/Mexico_City
LOC-0653,"Lagos, Nigeria",Lagos,Lagos,Nigeria,EMEA,Africa,123.59,3.1,24537622,3.80E+11,Africa/Gaborone
LOC-0654,"Tokyo, Japan",Tokyo,Tokyo,Japan,APAC,Asia,39.14,2.9,3323630,3.91E+11,Europe/Helsinki
LOC-0655,"Tokyo, Japan",Tokyo,Tokyo,Japan,APAC,Asia,80.35,3.2,451292,1.13E+12,Pacific/Chatham
LOC-0656,"Cairo, Egypt",Cairo,Cairo,Egypt,EMEA,Africa,65.04,1.2,929699,3.05E+11,Europe/Luxembourg
LOC-0657,"Buenos Aires, Argentina",Buenos Aires,Buenos Aires,Argentina,Americas,South America,148.84,4.9,23490766,1.62E+12,Europe/Oslo
LOC-0658,"Berlin, Germany",Berlin,Berlin,Germany,EMEA,Europe,73.23,4.4,22700607,1.55E+12,Atlantic/Reykjavik
LOC-0659,"Tokyo, Japan",Tokyo,Tokyo,Japan,APAC,Asia,72.03,3.8,3907108,1.09E+12,Asia/Colombo
LOC-0660,"Lagos, Nigeria",Lagos,Lagos,Nigeria,EMEA,Africa,86.47,1.4,4562125,2.32E+11,America/Guatemala
LOC-0661,"Istanbul, Turkey",Istanbul,Istanbul,Turkey,EMEA,Europe,64.06,4.6,8233801,8.62E+11,America/Santiago
LOC-0662,"Shanghai, China",Shanghai,Shanghai,China,APAC,Asia,120.39,2.9,15206603,1.33E+12,Europe/Rome
LOC-0663,"Paris, France",Paris,Île-de-France,France,EMEA,Europe,127.47,1.5,10620251,5.09E+11,Europe/Vatican
LOC-0664,"Cairo, Egypt",Cairo,Cairo,Egypt,EMEA,Africa,121.78,4.7,14326714,1.87E+12,America/Dominica
LOC-0665,"Tokyo, Japan",Tokyo,Tokyo,Japan,APAC,Asia,96.91,1.8,7009426,1.75E+12,Africa/Harare
LOC-0666,"New York, United States",New York,New York,United States,Americas,North America,58.17,4.3,18738158,1.11E+12,Europe/Helsinki
LOC-0667,"Moscow, Russia",Moscow,Moscow,Russia,EMEA,Europe,129.61,1.2,9597298,7.46E+11,Europe/Vilnius
LOC-0668,"Cairo, Egypt",Cairo,Cairo,Egypt,EMEA,Africa,96.85,3.9,4530644,1.41E+11,Europe/Lisbon
LOC-0669,"Lagos, Nigeria",Lagos,Lagos,Nigeria,EMEA,Africa,80.22,1.5,23269772,1.84E+12,America/Santo_Domingo
LOC-0670,"Mexico City, Mexico",Mexico City,Mexico City,Mexico,Americas,North America,89.89,3.5,24125156,2.00E+12,Africa/Gaborone
LOC-0671,"Berlin, Germany",Berlin,Berlin,Germany,EMEA,Europe,39.66,4.5,22191227,1.51E+11,Atlantic/Reykjavik
LOC-0672,"London, United Kingdom",London,England,United Kingdom,EMEA,Europe,126.3,3.7,18752126,1.57E+12,Asia/Kuching
LOC-0673,"Mexico City, Mexico",Mexico City,Mexico City,Mexico,Americas,North America,30.9,4.7,5084329,4.76E+11,Asia/Dubai
LOC-0674,"Cairo, Egypt",Cairo,Cairo,Egypt,EMEA,Africa,144.02,3,17022931,1.21E+12,Africa/Sao_Tome
LOC-0675,"Seoul, South Korea",Seoul,Seoul,South Korea,APAC,Asia,50.99,1.9,17489057,2.80E+11,Africa/Gaborone
LOC-0676,"Buenos Aires, Argentina",Buenos Aires,Buenos Aires,Argentina,Americas,South America,114.72,3.2,17853253,1.48E+12,Europe/Andorra
LOC-0677,"Lagos, Nigeria",Lagos,Lagos,Nigeria,EMEA,Africa,98.05,4.5,21930471,7.45E+11,America/Port_of_Spain
LOC-0678,"Mumbai, India",Mumbai,Maharashtra,India,APAC,Asia,71.5,1.8,15152741,7.11E+11,Europe/Oslo
LOC-0679,"Jakarta, Indonesia",Jakarta,Jakarta,Indonesia,APAC,Asia,131.39,3.9,2737471,1.56E+12,America/Nassau
LOC-0680,"London, United Kingdom",London,England,United Kingdom,EMEA,Europe,83.6,4.6,8262785,1.51E+12,Asia/Dili
LOC-0681,"São Paulo, Brazil",São Paulo,São Paulo,Brazil,Americas,South America,79.15,3.6,11009226,75884775848,Indian/Comoro
LOC-0682,"Sydney, Australia",Sydney,New South Wales,Australia,APAC,Australia,57.18,4.7,1189076,1.00E+12,Europe/Sofia
LOC-0683,"Los Angeles, United States",Los Angeles,California,United States,Americas,North America,48.37,4.7,23755106,1.97E+11,Europe/Vaduz
LOC-0684,"Toronto, Canada",Toronto,Ontario,Canada,Americas,North America,46.59,4.2,7206917,3.50E+11,Asia/Chongqing
LOC-0685,"Toronto, Canada",Toronto,Ontario,Canada,Americas,North America,134.59,2.9,16089772,1.27E+12,America/St_Lucia
LOC-0686,"Cairo, Egypt",Cairo,Cairo,Egypt,EMEA,Africa,51.7,2.7,2053538,3.81E+11,Africa/Nairobi
LOC-0687,"Mumbai, India",Mumbai,Maharashtra,India,APAC,Asia,102.2,3,20164746,1.94E+12,Asia/Rangoon
LOC-0688,"Berlin, Germany",Berlin,Berlin,Germany,EMEA,Europe,132.98,4.2,11447672,3.06E+11,Africa/Algiers
LOC-0689,"Tokyo, Japan",Tokyo,Tokyo,Japan,APAC,Asia,116.15,3.1,2425126,1.22E+12,Australia/Sydney
LOC-0690,"Lagos, Nigeria",Lagos,Lagos,Nigeria,EMEA,Africa,118.28,2.5,1140876,80900546829,Africa/Cairo
LOC-0691,"Toronto, Canada",Toronto,Ontario,Canada,Americas,North America,105.7,3.3,17965997,1.36E+12,Africa/Tunis
LOC-0692,"Mexico City, Mexico",Mexico City,Mexico City,Mexico,Americas,North America,135.21,4.8,1637631,9.79E+11,Africa/Mogadishu
LOC-0693,"Moscow, Russia",Moscow,Moscow,Russia,EMEA,Europe,146.52,1,13872241,4.23E+11,Europe/Warsaw
LOC-0694,"Jakarta, Indonesia",Jakarta,Jakarta,Indonesia,APAC,Asia,131.03,1.8,22107351,8.26E+11,Europe/Skopje
LOC-0695,"Buenos Aires, Argentina",Buenos Aires,Buenos Aires,Argentina,Americas,South America,63.54,4,8969211,1.01E+12,America/St_Lucia
LOC-0696,"Paris, France",Paris,Île-de-France,France,EMEA,Europe,71.82,3.8,23683097,8.80E+11,Europe/Riga
LOC-0697,"Buenos Aires, Argentina",Buenos Aires,Buenos Aires,Argentina,Americas,South America,61.23,3.7,24165807,1.09E+12,Asia/Jayapura
LOC-0698,"London, United Kingdom",London,England,United Kingdom,EMEA,Europe,99.1,3.1,5159507,1.23E+12,Africa/Porto-Novo
LOC-0699,"Mumbai, India",Mumbai,Maharashtra,India,APAC,Asia,126.47,1.7,2798901,8.87E+11,America/Tegucigalpa
LOC-0700,"Lagos, Nigeria",Lagos,Lagos,Nigeria,EMEA,Africa,105.74,3.8,10993565,1.98E+12,Asia/Tehran
LOC-0701,"Istanbul, Turkey",Istanbul,Istanbul,Turkey,EMEA,Europe,38.13,3.1,11503045,1.13E+12,America/Argentina/San_Juan
LOC-0702,"Tokyo, Japan",Tokyo,Tokyo,Japan,APAC,Asia,49.86,4.8,3458015,1.97E+12,Asia/Tbilisi
LOC-0703,"Kinshasa, DR Congo",Kinshasa,Kinshasa,DR Congo,EMEA,Africa,149.49,3.7,4261671,1.95E+11,Pacific/Tongatapu
LOC-0704,"Cairo, Egypt",Cairo,Cairo,Egypt,EMEA,Africa,41.31,1.6,16794243,1.74E+11,America/Managua
LOC-0705,"Sydney, Australia",Sydney,New South Wales,Australia,APAC,Australia,100.85,1.1,3263303,6.17E+11,Africa/Ndjamena
LOC-0706,"São Paulo, Brazil",São Paulo,São Paulo,Brazil,Americas,South America,118.92,4.6,14276732,1.25E+12,Europe/Sarajevo
LOC-0707,"Tokyo, Japan",Tokyo,Tokyo,Japan,APAC,Asia,34.77,4.5,14161409,7.60E+11,Europe/Vienna
LOC-0708,"Paris, France",Paris,Île-de-France,France,EMEA,Europe,135.64,2.8,13582215,2.10E+11,Atlantic/Cape_Verde
LOC-0709,"Tokyo, Japan",Tokyo,Tokyo,Japan,APAC,Asia,63.54,3.5,11683162,4.98E+11,Asia/Tashkent
LOC-0710,"Paris, France",Paris,Île-de-France,France,EMEA,Europe,104.73,1.1,5075985,6.80E+11,Europe/Skopje
LOC-0711,"Moscow, Russia",Moscow,Moscow,Russia,EMEA,Europe,100.16,3.5,24175841,1.25E+12,America/Bogota
LOC-0712,"Moscow, Russia",Moscow,Moscow,Russia,EMEA,Europe,118.09,4.1,23739675,4.91E+11,Asia/Tbilisi
LOC-0713,"Mexico City, Mexico",Mexico City,Mexico City,Mexico,Americas,North America,50.47,2.8,7884429,1.67E+12,America/St_Vincent
LOC-0714,"Buenos Aires, Argentina",Buenos Aires,Buenos Aires,Argentina,Americas,South America,134.84,2.9,21404954,5.29E+11,Asia/Taipei
LOC-0715,"Cairo, Egypt",Cairo,Cairo,Egypt,EMEA,Africa,122.27,2,15132346,1.37E+12,America/Guatemala
LOC-0716,"Lagos, Nigeria",Lagos,Lagos,Nigeria,EMEA,Africa,139.11,3.2,15637933,1.50E+12,Asia/Baku
LOC-0717,"New York, United States",New York,New York,United States,Americas,North America,47.05,4.4,19735346,2.61E+11,America/Nassau
LOC-0718,"Moscow, Russia",Moscow,Moscow,Russia,EMEA,Europe,149.37,1.1,18179101,1.83E+12,America/St_Vincent
LOC-0719,"Mumbai, India",Mumbai,Maharashtra,India,APAC,Asia,121.66,3.3,12917304,1.55E+12,Africa/Asmera
LOC-0720,"Cairo, Egypt",Cairo,Cairo,Egypt,EMEA,Africa,132.7,2.5,18319734,4.49E+11,Asia/Dushanbe
LOC-0721,"Los Angeles, United States",Los Angeles,California,United States,Americas,North America,128.44,4.4,7031928,1.87E+12,Asia/Bahrain
LOC-0722,"São Paulo, Brazil",São Paulo,São Paulo,Brazil,Americas,South America,129.17,1.1,19944235,1.45E+12,Europe/Sofia
LOC-0723,"Kinshasa, DR Congo",Kinshasa,Kinshasa,DR Congo,EMEA,Africa,111.11,4.4,24827382,67993931990,America/Havana
LOC-0724,"Moscow, Russia",Moscow,Moscow,Russia,EMEA,Europe,41.19,3,24124213,1.17E+12,America/Argentina/Tucuman
LOC-0725,"São Paulo, Brazil",São Paulo,São Paulo,Brazil,Americas,South America,56.69,2.4,20545342,1.93E+12,Africa/Kampala
LOC-0726,"Sydney, Australia",Sydney,New South Wales,Australia,APAC,Australia,36.1,1.1,15757874,4.60E+11,America/St_Vincent
LOC-0727,"Moscow, Russia",Moscow,Moscow,Russia,EMEA,Europe,47.95,4.4,4472018,1.60E+11,Asia/Kuwait
LOC-0728,"Mumbai, India",Mumbai,Maharashtra,India,APAC,Asia,49.07,4.3,5633267,9.60E+11,Asia/Pontianak
LOC-0729,"Mumbai, India",Mumbai,Maharashtra,India,APAC,Asia,53.15,2.7,22445615,1.94E+12,America/Caracas
LOC-0730,"Berlin, Germany",Berlin,Berlin,Germany,EMEA,Europe,103.39,4.3,18029742,1.69E+12,Africa/Accra
LOC-0731,"Toronto, Canada",Toronto,Ontario,Canada,Americas,North America,59.08,3.6,7843039,1.54E+12,America/St_Lucia
LOC-0732,"Mumbai, India",Mumbai,Maharashtra,India,APAC,Asia,145.63,3.9,16928993,1.39E+12,Asia/Bishkek
LOC-0733,"Buenos Aires, Argentina",Buenos Aires,Buenos Aires,Argentina,Americas,South America,147.38,4.9,9573274,6.38E+11,Africa/Freetown
LOC-0734,"Lagos, Nigeria",Lagos,Lagos,Nigeria,EMEA,Africa,136.9,2.8,23506366,2.45E+11,Europe/Helsinki
LOC-0735,"New York, United States",New York,New York,United States,Americas,North America,35.64,2.3,22191721,7.48E+11,America/Panama
LOC-0736,"Mexico City, Mexico",Mexico City,Mexico City,Mexico,Americas,North America,145.29,2.7,1854434,1.35E+12,Asia/Damascus
LOC-0737,"Mexico City, Mexico",Mexico City,Mexico City,Mexico,Americas,North America,128.7,2.9,9629240,1.76E+12,Africa/Lagos
LOC-0738,"Istanbul, Turkey",Istanbul,Istanbul,Turkey,EMEA,Europe,133.81,3.1,656852,3.72E+11,America/Grenada
LOC-0739,"Jakarta, Indonesia",Jakarta,Jakarta,Indonesia,APAC,Asia,106.46,3.8,2211103,9.67E+11,Asia/Taipei
LOC-0740,"Mumbai, India",Mumbai,Maharashtra,India,APAC,Asia,88.32,4.4,10652341,1.77E+12,Europe/Vilnius
LOC-0741,"New York, United States",New York,New York,United States,Americas,North America,106.83,1.3,5808840,1.92E+12,Africa/Casablanca
LOC-0742,"Mumbai, India",Mumbai,Maharashtra,India,APAC,Asia,105.12,3.6,9587206,8.98E+11,Asia/Brunei
LOC-0743,"Mexico City, Mexico",Mexico City,Mexico City,Mexico,Americas,North America,83.76,1.6,4078774,2.82E+11,America/Asuncion
LOC-0744,"Istanbul, Turkey",Istanbul,Istanbul,Turkey,EMEA,Europe,125.04,2.5,15972975,1.23E+12,Europe/Prague
LOC-0745,"Los Angeles, United States",Los Angeles,California,United States,Americas,North America,148.81,3.1,14084294,7.67E+11,Asia/Rangoon
LOC-0746,"Berlin, Germany",Berlin,Berlin,Germany,EMEA,Europe,77.64,2.3,5356279,1.81E+12,Asia/Samarkand
LOC-0747,"Mumbai, India",Mumbai,Maharashtra,India,APAC,Asia,70.27,2.7,23214988,1.55E+11,Asia/Magadan
LOC-0748,"Berlin, Germany",Berlin,Berlin,Germany,EMEA,Europe,49.03,1.5,6904573,1.95E+12,Europe/Brussels
LOC-0749,"Moscow, Russia",Moscow,Moscow,Russia,EMEA,Europe,76.76,4.3,7935498,1.60E+12,Indian/Comoro
LOC-0750,"New York, United States",New York,New York,United States,Americas,North America,95.83,4.1,3880344,23431047675,America/Managua
LOC-0751,"Seoul, South Korea",Seoul,Seoul,South Korea,APAC,Asia,80.21,3.4,21316366,5.67E+11,Asia/Calcutta
LOC-0752,"London, United Kingdom",London,England,United Kingdom,EMEA,Europe,128.6,3.3,3527385,6.45E+11,Europe/Dublin
LOC-0753,"Buenos Aires, Argentina",Buenos Aires,Buenos Aires,Argentina,Americas,South America,40.32,2.1,23446060,1.78E+12,Africa/Algiers
LOC-0754,"Toronto, Canada",Toronto,Ontario,Canada,Americas,North America,109.64,3,11123920,1.26E+11,Africa/Djibouti
LOC-0755,"Shanghai, China",Shanghai,Shanghai,China,APAC,Asia,104.81,2.3,6984392,1.05E+12,Africa/Dakar
LOC-0756,"Mumbai, India",Mumbai,Maharashtra,India,APAC,Asia,137.31,1.7,5855218,1.94E+12,America/Tegucigalpa
LOC-0757,"Mumbai, India",Mumbai,Maharashtra,India,APAC,Asia,51.3,1.9,12492535,1.12E+12,America/Merida
LOC-0758,"London, United Kingdom",London,England,United Kingdom,EMEA,Europe,57.56,4.9,13215275,2.40E+11,Asia/Urumqi
LOC-0759,"Cairo, Egypt",Cairo,Cairo,Egypt,EMEA,Africa,72.98,4.5,2760949,7.74E+11,Africa/Dar_es_Salaam
LOC-0760,"Istanbul, Turkey",Istanbul,Istanbul,Turkey,EMEA,Europe,132.97,4.1,2792348,1.52E+12,Europe/Malta
LOC-0761,"São Paulo, Brazil",São Paulo,São Paulo,Brazil,Americas,South America,123.83,1.1,10396006,2.08E+11,Europe/Minsk
LOC-0762,"Berlin, Germany",Berlin,Berlin,Germany,EMEA,Europe,36.34,4.4,12143250,9.57E+11,America/Havana
LOC-0763,"Cairo, Egypt",Cairo,Cairo,Egypt,EMEA,Africa,134.58,4.5,22631506,1.25E+12,America/Costa_Rica
LOC-0764,"Los Angeles, United States",Los Angeles,California,United States,Americas,North America,84.39,2.6,22587638,8.02E+11,Indian/Mauritius
LOC-0765,"Seoul, South Korea",Seoul,Seoul,South Korea,APAC,Asia,117.86,1.7,20814227,3.58E+11,Asia/Anadyr
LOC-0766,"Lagos, Nigeria",Lagos,Lagos,Nigeria,EMEA,Africa,33.91,4.4,19941715,2.99E+11,America/St_Vincent
LOC-0767,"São Paulo, Brazil",São Paulo,São Paulo,Brazil,Americas,South America,143.45,3,8354844,1.67E+12,America/Guatemala
LOC-0768,"Istanbul, Turkey",Istanbul,Istanbul,Turkey,EMEA,Europe,31.8,2.7,1633129,1.95E+12,Europe/Sofia
LOC-0769,"Toronto, Canada",Toronto,Ontario,Canada,Americas,North America,138,2.3,21135857,3.43E+11,Europe/Riga
LOC-0770,"Mumbai, India",Mumbai,Maharashtra,India,APAC,Asia,113.79,2.8,14136754,1.11E+12,Africa/Conakry
LOC-0771,"Kinshasa, DR Congo",Kinshasa,Kinshasa,DR Congo,EMEA,Africa,40.73,4.3,21650239,1.21E+12,Africa/Windhoek
LOC-0772,"Moscow, Russia",Moscow,Moscow,Russia,EMEA,Europe,98.37,1.1,14447523,1.39E+12,America/Bogota
LOC-0773,"Los Angeles, United States",Los Angeles,California,United States,Americas,North America,144.21,2.7,15405731,7.80E+11,Africa/Harare
LOC-0774,"Paris, France",Paris,Île-de-France,France,EMEA,Europe,79.32,4.1,4078162,1.40E+12,Asia/Kabul
LOC-0775,"Los Angeles, United States",Los Angeles,California,United States,Americas,North America,46.27,3.6,22126482,1.08E+12,Asia/Bangkok
LOC-0776,"Jakarta, Indonesia",Jakarta,Jakarta,Indonesia,APAC,Asia,129.98,2.8,11655510,1.06E+12,Europe/Rome
LOC-0777,"New York, United States",New York,New York,United States,Americas,North America,133.16,1.6,682550,1.46E+12,Pacific/Funafuti
LOC-0778,"Istanbul, Turkey",Istanbul,Istanbul,Turkey,EMEA,Europe,35.42,5,4238633,1.14E+12,Africa/Libreville
LOC-0779,"Istanbul, Turkey",Istanbul,Istanbul,Turkey,EMEA,Europe,145.54,2.6,21994286,6.82E+11,Pacific/Efate
LOC-0780,"Jakarta, Indonesia",Jakarta,Jakarta,Indonesia,APAC,Asia,149.66,1.5,4808235,6.59E+11,Africa/Mbabane
LOC-0781,"Moscow, Russia",Moscow,Moscow,Russia,EMEA,Europe,38.31,1.9,4222285,1.09E+12,Africa/Maputo
LOC-0782,"Los Angeles, United States",Los Angeles,California,United States,Americas,North America,93.18,3.3,12845189,1.94E+12,Asia/Jerusalem
LOC-0783,"Istanbul, Turkey",Istanbul,Istanbul,Turkey,EMEA,Europe,118.53,1.9,6889107,1.34E+12,America/Panama
LOC-0784,"Mexico City, Mexico",Mexico City,Mexico City,Mexico,Americas,North America,110.16,3.2,6861292,9.39E+11,Asia/Urumqi
LOC-0785,"Sydney, Australia",Sydney,New South Wales,Australia,APAC,Australia,35.41,4.1,20620591,6.69E+11,America/Santo_Domingo
LOC-0786,"Tokyo, Japan",Tokyo,Tokyo,Japan,APAC,Asia,89.81,1.8,19027604,8.79E+11,Africa/Mogadishu
LOC-0787,"Los Angeles, United States",Los Angeles,California,United States,Americas,North America,124.54,3.6,16256687,1.52E+12,Africa/Djibouti
LOC-0788,"Berlin, Germany",Berlin,Berlin,Germany,EMEA,Europe,34.44,2.2,5176827,1.48E+12,Asia/Bangkok
LOC-0789,"Shanghai, China",Shanghai,Shanghai,China,APAC,Asia,140.45,1.6,21323424,7.90E+11,America/Antigua
LOC-0790,"Toronto, Canada",Toronto,Ontario,Canada,Americas,North America,49.68,1.8,10275776,1.39E+12,Africa/Kampala
LOC-0791,"Toronto, Canada",Toronto,Ontario,Canada,Americas,North America,117.16,3.9,18124873,1.38E+12,Pacific/Majuro
LOC-0792,"Berlin, Germany",Berlin,Berlin,Germany,EMEA,Europe,145.77,2.2,16269589,1.66E+12,Asia/Muscat
LOC-0793,"Moscow, Russia",Moscow,Moscow,Russia,EMEA,Europe,62.35,3,23591989,1.19E+12,America/Asuncion
LOC-0794,"London, United Kingdom",London,England,United Kingdom,EMEA,Europe,121.4,4,8478482,4.10E+11,Europe/Amsterdam
LOC-0795,"Kinshasa, DR Congo",Kinshasa,Kinshasa,DR Congo,EMEA,Africa,79.58,4.2,11529716,85572669189,America/Nassau
LOC-0796,"Lagos, Nigeria",Lagos,Lagos,Nigeria,EMEA,Africa,120.8,4.6,11740533,1.05E+12,Asia/Tehran
LOC-0797,"Lagos, Nigeria",Lagos,Lagos,Nigeria,EMEA,Africa,93.83,4.3,9651114,7.22E+11,Pacific/Apia
LOC-0798,"Sydney, Australia",Sydney,New South Wales,Australia,APAC,Australia,107.06,4.4,20789377,1.78E+11,Asia/Kabul
LOC-0799,"Tokyo, Japan",Tokyo,Tokyo,Japan,APAC,Asia,52.34,5,7894909,6.00E+11,Asia/Vientiane
LOC-0800,"Moscow, Russia",Moscow,Moscow,Russia,EMEA,Europe,86.43,2.2,11949701,1.76E+12,Asia/Thimphu
LOC-0801,"Buenos Aires, Argentina",Buenos Aires,Buenos Aires,Argentina,Americas,South America,111.94,1.6,10156607,2.34E+11,Africa/Bujumbura
LOC-0802,"Tokyo, Japan",Tokyo,Tokyo,Japan,APAC,Asia,142.72,2.5,3010025,1.10E+12,Europe/Warsaw
